Code	Libell‚	Usage	Nom_ref	Non_usage/web
aus	bandjalang => langue australienne.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
aus	dyirba => langue australienne.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
aus	langue australienne	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
aus	tiwi => langue australienne.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
aus	wailbri => langue australienne.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
aus	yagaryagar => langue australienne.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ava	avar	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ave	avestique	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ave	bactrien, vieux => avestique.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ave	iranien oriental, vieil => avestique.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ave	vieil iranien oriental => avestique.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ave	vieux bactrien => avestique.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ave	zend => avestique.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
awa	awadhi	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
aym	aymara	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
aze	azerbaidjanais => az‚ri.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
aze	az‚ri	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bad	banda, langues => langue banda.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bad	langue banda	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bai	bamil‚k‚, langues => langue bamil‚k‚.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bai	langue bamil‚k‚	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bak	bachkir	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bak	baskir => bachkir.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bal	baloutchi	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bam	bamana => bambara.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bam	bambara	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ban	balinais	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
baq	basque	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
baq	euskara => basque.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
baq	euskera => basque.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bas	basa	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bas	basaa => basa.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bas	bassa => basa.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bas	koko => basa.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bas	mbene du Nord => basa.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bas	mvele => basa.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bat	baltes, langues => langue balte.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bat	langue balte	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bej	bedja	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bej	beja => bedja.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bej	bichari => bedja.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bel	bi‚lorusse	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bem	bemba	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ben	bengali	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	beraber => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	berbŠres, langues => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	canarien => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	chaoui => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	chleuh => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	guanche => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	langue berbŠre	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	libyque => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	mozabite => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	rifain => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	shilha => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	tachelhit => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	tamazight => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
ber	tarifit => langue berbŠre.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bho	bhojpuri	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bih	langue bihari	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bih	biharis, langues => langue bihari.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bik	bikol	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bin	bini	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bin	edo => bini.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bis	bŠche-de-mer => bichlamar.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bis	bichlamar	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bis	bislama => bichlamar.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bla	blackfoot	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bla	pied noir d'Am‚rique => blackfoot.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bla	siksika => blackfoot.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bnt	bantou, langues => langue bantou.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bnt	comorien => langue bantou.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bnt	karanda => langue bantou.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bnt	langue bantou	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bos	bosniaque	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bra	braj	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bra	braj bhasa => braj.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bre	armoricain => breton.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bre	breton	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bre	cornouaillais => breton.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bre	l‚onard => breton.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bre	tr‚gorois => breton.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bre	vannetais => breton.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
btk	batak, langues => langue batak.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
btk	langue batak	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bua	bouriate	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bug	bugi	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bul	bulgare	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
bur	birman	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
byn	bilen => blin.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
byn	bilin => blin.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
byn	blin	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
cad	caddo	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
cad	mallorquin => caddo.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
cad	valentien => caddo.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
cai	am‚rindiennes de l'Am‚rique centrale, langues => langue indienne d'Am‚rique centrale.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
cai	langue indienne d'Am‚rique centrale	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
car	cara‹be => karib.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
car	carib => karib.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
car	galibi => karib.	A_WWW$wP06-08;A_008P14-16;A_041$a;A_041$t;A_041$v;B_WWW$wP06-08;B_008P31-33;B_041$a;B_041$b;B_041$c;B_041$d;B_041$e;B_041$f;B_041$g;B_041$h;B_041$i;	CodeLangue	Code de langues
